period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_added,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,ttft_headroom_pct,rate_limited_users,rate_limit_events,admission_blocked_events,dispatch_delay_avg,dispatch_delay_max,in_flight_prefilling,in_flight_decoding
1,1775096741.343219,1775096771.343219,17,3,1,1,1,1,0,17,17,0,0.03333333333333333,213.3,18.066666666666666,0.8647420406341553,0.8647420406341553,0.8647420406341553,0.8647420406341553,0.3939393939393939,23825,0,0,15.928661108016968,97.34522314866383,3840,91.35257959365845,0,0,0,1.3400033447477553,7.4667067527771,9,8
2,1775096771.343219,1775096801.343219,22,5,0,4,0,0,4,22,9,13,0.13333333333333333,0.0,32.8,0.0,0.0,0.0,0.0,0.0,27965,7,0,0.0,100.0,0,0.0,0,0,0,0.07486775186326769,0.25961732864379883,11,11
3,1775096801.343219,1775096831.343219,30,4,0,4,0,0,4,30,13,17,0.13333333333333333,0.0,66.0,0.0,0.0,0.0,0.0,0.0,42496,7,0,0.0,100.0,0,0.0,0,0,0,0.13694258836599496,0.5389063358306885,8,22
4,1775096831.343219,1775096861.343219,36,5,0,8,0,0,8,36,13,23,0.26666666666666666,0.0,82.9,0.0,0.0,0.0,0.0,0.0,48465,7,0,0.0,100.0,0,0.0,0,0,0,0.07976920788104717,0.5085759162902832,5,31
5,1775096861.343219,1775096891.343219,31,9,18,45,16,16,29,31,24,7,1.5,46251.23333333333,378.1333333333333,3.778057646751404,1.3958399295806885,9.85683127641678,11.356140081882474,0.9891550140754073,53368,0,0,287.56547498703003,76.0362104177475,15040,62.21942353248596,0,0,0,0.008112770318984986,0.08476543426513672,1,30
6,1775096891.343219,1775096921.343219,31,12,19,49,24,23,26,31,26,5,1.6333333333333333,64673.433333333334,409.8666666666667,2.7443327140808105,1.5884428024291992,8.80227665901183,9.748769102096556,0.8493218493218493,61127,5,0,365.69138646125793,71.65183050687922,292224,72.55667285919189,0,0,0,0.03973844528198242,0.3944063186645508,1,30
7,1775096921.343219,1775096951.343219,34,12,14,39,13,13,26,34,28,6,1.3,35095.73333333333,382.76666666666665,4.554180060114179,4.638588309288025,8.838340485095978,8.998471395969391,0.9657625881780588,66391,5,0,222.2415475845337,83.89554003010625,36032,54.45819939885821,0,0,0,0.027021970067705427,0.36784839630126953,2,32
8,1775096951.343219,1775096981.343219,45,5,1,10,0,0,10,45,21,24,0.3333333333333333,2582.633333333333,191.8,0.669964075088501,0.669964075088501,0.669964075088501,0.669964075088501,0.9958677685950413,75730,5,0,29.19581890106201,98.05361207326253,320,93.30035924911499,0,0,0,0.371651706241426,5.9054975509643555,3,42
9,1775096981.343219,1775097011.343219,50,5,9,32,8,8,24,50,29,21,1.0666666666666667,25681.433333333334,342.1,4.6431336932712135,3.343961477279663,10.391546583175657,11.73130633354187,0.9917739925218114,82215,5,0,173.68601036071777,89.47357512965347,6336,53.56866306728787,0,0,0,0.03785811888205039,0.40492892265319824,1,49
10,1775097011.343219,1775097041.343219,52,8,0,21,0,0,21,52,23,29,0.7,0.0,197.93333333333334,0.0,0.0,0.0,0.0,0.0,91100,5,0,0.0,100.0,0,0.0,0,0,0,0.03855939533399499,0.28310203552246094,5,47
11,1775097041.343219,1775097071.343219,55,10,0,23,0,0,23,55,26,29,0.7666666666666667,0.0,233.46666666666667,0.0,0.0,0.0,0.0,0.0,99309,5,0,0.0,100.0,0,0.0,0,0,0,0.027705146716191217,0.31329917907714844,6,49
12,1775097071.343219,1775097101.343219,61,6,1,24,0,0,24,61,31,30,0.8,4031.4666666666667,230.53333333333333,3.2571604251861572,3.2571604251861572,3.2571604251861572,3.2571604251861572,0.9539438856537851,110288,4,0,16.448946952819824,99.18164443020797,5568,67.42839574813843,0,0,0,0.04226354629762711,0.25665926933288574,25,36
13,1775097101.343219,1775097131.343219,66,5,6,27,0,0,27,66,31,35,0.9,21091.433333333334,280.6333333333333,28.30474364757538,29.51475191116333,31.60755079984665,31.938547551631927,0.6583367057871308,119443,5,0,257.6408534049988,87.9041852861503,216128,0.0,0,0,0,0.028275005279048797,0.3456709384918213,27,39
14,1775097131.343219,1775097161.343219,55,7,4,29,0,0,29,55,18,37,0.9666666666666667,9714.233333333334,290.0,34.473873138427734,34.35634136199951,37.71334626674652,37.917148547172545,0.981542518127884,119443,0,0,204.07701754570007,89.02811733625269,5376,0.0,9,9,0,0.0008984804153442383,0.009186506271362305,10,45
15,1775097161.343219,1775097191.343219,14,17,20,58,11,11,47,14,6,8,1.9333333333333333,64296.666666666664,766.9,5.25477352142334,6.445761561393738,7.983087038993836,8.079976935386657,1.0,119443,0,0,300.4378788471222,67.69485173686857,0,47.452264785766594,40,40,0,0.0005313368404612821,0.007383584976196289,0,14
16,1775097191.343219,1775097221.343219,0,16,0,14,0,0,14,0,0,0,0.4666666666666667,0.0,449.3666666666667,0.0,0.0,0.0,0.0,0.0,119443,0,0,0.0,100.0,0,0.0,54,54,0,0.0,0.0,0,0
17,1775097221.343219,1775097251.343219,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119443,0,0,0.0,100.0,0,0.0,67,67,0,0.0,0.0,0,0
18,1775097251.343219,1775097281.343219,68,2,7,9,9,9,0,68,68,0,0.3,29639.533333333333,152.23333333333332,2.3915046321021185,0.8323032855987549,9.60623455047607,13.309910774230957,0.8880408956728346,131330,0,0,73.97952032089233,96.47716569900513,99520,76.08495367897882,0,0,0,66.50664892753997,120.5926866531372,50,18
19,1775097281.343219,1775097311.343219,74,3,5,13,0,0,13,74,19,55,0.43333333333333335,17585.9,174.0,19.82319130897522,21.509064435958862,22.516493177413942,22.62353674888611,0.754520082514258,142173,6,0,159.9893035888672,93.07405612169406,129472,0.0,0,0,0,0.052526160290366726,0.5365750789642334,35,39
20,1775097311.343219,1775097341.343219,73,1,0,10,0,0,10,73,9,64,0.3333333333333333,0.0,129.16666666666666,0.0,0.0,0.0,0.0,0.0,142173,0,0,0.0,100.0,0,0.0,3,3,0,9.947352939181858e-05,0.00011920928955078125,30,43
21,1775097341.343219,1775097371.343219,71,1,1,16,0,0,16,71,14,57,0.5333333333333333,5964.0,99.13333333333334,71.15469074249268,71.15469074249268,71.15469074249268,71.15469074249268,1.0,142173,0,0,71.15634632110596,96.70572470735621,0,0.0,5,5,0,0.006067224911281041,0.05545449256896973,38,33
22,1775097371.343219,1775097401.343219,57,6,12,28,0,0,28,57,14,43,0.9333333333333333,38000.26666666667,256.6333333333333,75.67500905195872,78.65431129932404,85.8187964439392,86.53360467910767,0.9856228237672695,142173,0,0,1056.5624392032623,44.09722543898083,16384,0.0,14,14,0,0.0007038627352033343,0.005698680877685547,14,43
23,1775097401.343219,1775097431.343219,28,10,7,39,0,0,39,28,10,18,1.3,21242.866666666665,386.43333333333334,18.262229136058263,20.220070600509644,23.07361233234405,23.902139687538146,1.0,142173,0,0,211.64719653129578,81.43445644462317,0,0.0,38,38,0,0.00014190673828125,0.00046253204345703125,3,25
24,1775097431.343219,1775097461.343219,6,18,5,28,2,2,26,6,4,2,0.9333333333333333,18118.0,434.9,6.956459951400757,11.093345165252686,11.200886583328247,11.219585199356079,1.0,142173,0,0,138.71477937698364,80.73405841986339,0,30.43540048599243,52,52,0,8.85327657063802e-05,0.00012636184692382812,0,6
25,1775097461.343219,1775097491.343219,0,6,1,7,1,1,6,0,0,0,0.23333333333333334,1647.3333333333333,152.06666666666666,1.2293169498443604,1.2293169498443604,1.2293169498443604,1.2293169498443604,1.0,142173,0,0,17.33528208732605,90.3692877292633,0,87.7068305015564,69,69,0,0.00011134147644042969,0.00011134147644042969,0,0
26,1775097491.343219,1775097521.343219,71,3,5,6,6,6,0,71,71,0,0.2,15297.466666666667,98.03333333333333,0.6624431610107422,0.4518216848373413,1.2683952450752258,1.3094760537147523,0.9651130337705833,149694,0,0,44.64470982551575,97.98897703488669,16000,93.37556838989258,0,0,0,68.69110785692166,181.3563747406006,38,33
27,1775097521.343219,1775097551.343219,76,3,0,6,0,0,6,76,11,65,0.2,0.0,144.6,0.0,0.0,0.0,0.0,0.0,155600,5,0,0.0,100.0,0,0.0,0,0,0,11.032697720961137,120.9297444820404,30,46
28,1775097551.343219,1775097581.343219,80,5,0,18,0,0,18,80,22,58,0.6,0.0,174.73333333333332,0.0,0.0,0.0,0.0,0.0,160853,7,0,0.0,100.0,0,0.0,0,0,0,0.11596471613103693,0.46999669075012207,37,43
29,1775097581.343219,1775097611.343219,87,5,0,12,0,0,12,87,19,68,0.4,0.0,126.63333333333334,0.0,0.0,0.0,0.0,0.0,171122,7,0,0.0,100.0,0,0.0,0,0,0,0.060552270788895454,0.5710813999176025,42,45
30,1775097611.343219,1775097641.343219,89,3,3,24,0,0,24,89,26,63,0.8,4644.1,229.1,60.177936474482216,60.018654584884644,60.800217032432556,60.86968924999237,0.8455882352941176,173480,0,0,254.68751740455627,90.77219139838564,21504,0.0,0,0,0,0.009587416282066932,0.06978893280029297,44,45
31,1775097641.343219,1775097671.343219,84,4,0,14,0,0,14,84,9,75,0.4666666666666667,0.0,150.43333333333334,0.0,0.0,0.0,0.0,0.0,173355,0,0,0.0,100.0,0,0.0,4,4,0,0.000162151124742296,0.0005395412445068359,37,47
32,1775097671.343219,1775097701.343219,72,4,0,20,0,0,20,72,8,64,0.6666666666666666,0.0,162.1,0.0,0.0,0.0,0.0,0.0,173136,0,0,0.0,100.0,0,0.0,16,16,0,0.00036150217056274414,0.0017459392547607422,35,37
33,1775097701.343219,1775097731.343219,63,7,1,13,0,0,13,63,4,59,0.43333333333333335,862.7333333333333,111.36666666666666,68.2163336277008,68.2163336277008,68.2163336277008,68.2163336277008,1.0,173070,0,0,96.00735807418823,95.42822104408627,0,0.0,21,21,0,0.00010180473327636719,0.00010967254638671875,20,43
34,1775097731.343219,1775097761.343219,44,7,5,24,0,0,24,44,5,39,0.8,14259.766666666666,322.2,74.57394776344299,71.94968438148499,89.65800261497498,91.45156016349793,1.0,173070,0,0,454.62936782836914,70.28566223343992,0,0.0,39,39,0,0.00010638236999511718,0.0001266002655029297,2,42
35,1775097761.343219,1775097791.343219,22,10,1,29,1,1,28,22,6,16,0.9666666666666667,2864.266666666667,285.3,0.1728227138519287,0.1728227138519287,0.1728227138519287,0.1728227138519287,1.0,169650,0,0,0.21814751625061035,99.97727630039056,0,98.27177286148071,57,56,0,0.0006542546408517021,0.003935575485229492,1,21
36,1775097791.343219,1775097821.343219,11,9,1,14,1,1,13,11,2,9,0.4666666666666667,3585.5666666666666,396.9,0.6703248023986816,0.6703248023986816,0.6703248023986816,0.6703248023986816,1.0,168833,0,0,6.532228469848633,98.91129525502522,0,93.29675197601318,69,69,0,0.00012063980102539062,0.00017213821411132812,0,11
37,1775097821.343219,1775097851.343219,0,6,0,11,0,0,11,0,0,0,0.36666666666666664,0.0,228.66666666666666,0.0,0.0,0.0,0.0,0.0,164715,0,0,0.0,100.0,0,0.0,82,82,0,0.0,0.0,0,0
38,1775097851.343219,1775097881.343219,83,4,0,0,0,0,0,83,83,0,0.0,0.0,30.4,0.0,0.0,0.0,0.0,0.0,173767,0,0,0.0,100.0,0,0.0,0,0,0,103.58824496325992,211.1774618625641,65,18
39,1775097881.343219,1775097911.343219,91,3,0,8,0,0,8,91,16,75,0.26666666666666666,0.0,80.2,0.0,0.0,0.0,0.0,0.0,183355,7,0,0.0,100.0,0,0.0,0,0,0,0.1123841404914856,0.5347073078155518,64,27
40,1775097911.343219,1775097941.343219,91,3,0,8,0,0,8,91,8,83,0.26666666666666666,0.0,97.76666666666667,0.0,0.0,0.0,0.0,0.0,183255,0,0,0.0,100.0,0,0.0,0,0,0,0.00015145540237426758,0.00042724609375,57,34
41,1775097941.343219,1775097971.343219,92,2,1,16,0,0,16,92,17,75,0.5333333333333333,3253.5333333333333,103.7,75.58353090286255,75.58353090286255,75.58353090286255,75.58353090286255,0.9855737704918033,181653,0,0,100.1417293548584,96.44887484557239,1408,0.0,0,0,0,0.009696161045747645,0.10001802444458008,61,31
42,1775097971.343219,1775098001.343219,91,3,0,16,0,0,16,91,15,76,0.5333333333333333,0.0,94.4,0.0,0.0,0.0,0.0,0.0,181652,0,0,0.0,100.0,0,0.0,0,0,0,0.0037479082743326823,0.052416324615478516,63,28
43,1775098001.343219,1775098031.343219,90,2,0,9,0,0,9,90,8,82,0.3,0.0,90.7,0.0,0.0,0.0,0.0,0.0,179089,0,0,0.0,100.0,0,0.0,2,2,0,0.0002861320972442627,0.0011980533599853516,64,26
44,1775098031.343219,1775098061.343219,90,2,0,8,0,0,8,90,8,82,0.26666666666666666,0.0,87.06666666666666,0.0,0.0,0.0,0.0,0.0,177302,0,0,0.0,100.0,0,0.0,2,2,0,0.0017031729221343994,0.012666463851928711,62,28
45,1775098061.343219,1775098091.343219,91,3,0,10,0,0,10,91,11,80,0.3333333333333333,0.0,75.53333333333333,0.0,0.0,0.0,0.0,0.0,177379,0,0,0.0,100.0,0,0.0,0,0,0,10.969310283660889,60.338828802108765,67,24
46,1775098091.343219,1775098121.343219,92,2,0,9,0,0,9,92,10,82,0.3,0.0,73.8,0.0,0.0,0.0,0.0,0.0,179290,0,0,0.0,100.0,0,0.0,0,0,0,0.016694283485412596,0.0850672721862793,68,24
47,1775098121.343219,1775098151.343219,89,5,0,9,0,0,9,89,6,83,0.3,0.0,92.66666666666667,0.0,0.0,0.0,0.0,0.0,180812,0,0,0.0,100.0,0,0.0,0,0,0,0.016842246055603027,0.08359098434448242,58,31
48,1775098151.343219,1775098181.343219,87,7,0,9,0,0,9,87,7,80,0.3,0.0,95.9,0.0,0.0,0.0,0.0,0.0,177722,0,0,0.0,100.0,0,0.0,0,0,0,0.005476270403180804,0.037654876708984375,54,33
49,1775098181.343219,1775098211.343219,85,9,0,13,0,0,13,85,11,74,0.43333333333333335,0.0,94.5,0.0,0.0,0.0,0.0,0.0,178192,0,0,0.0,100.0,0,0.0,0,0,0,0.01891998811201616,0.08020377159118652,56,29
50,1775098211.343219,1775098241.343219,85,9,0,13,0,0,13,85,13,72,0.43333333333333335,0.0,86.13333333333334,0.0,0.0,0.0,0.0,0.0,177401,0,0,0.0,100.0,0,0.0,0,0,0,0.02124960605914776,0.08331537246704102,54,31
51,1775098241.343219,1775098271.343219,87,7,0,10,0,0,10,87,12,75,0.3333333333333333,0.0,105.53333333333333,0.0,0.0,0.0,0.0,0.0,172673,0,0,0.0,100.0,0,0.0,0,0,0,0.017232835292816162,0.08908414840698242,53,34
52,1775098271.343219,1775098301.343219,88,6,0,11,0,0,11,88,12,76,0.36666666666666664,0.0,94.83333333333333,0.0,0.0,0.0,0.0,0.0,168274,0,0,0.0,100.0,0,0.0,0,0,0,0.02109430233637492,0.09296345710754395,56,32
53,1775098301.343219,1775098331.343219,87,6,1,12,0,0,12,87,11,76,0.4,3047.9,86.26666666666667,156.0630702972412,156.0630702972412,156.0630702972412,156.0630702972412,1.0,169483,0,0,156.2890820503235,94.39824078672676,0,0.0,0,0,0,0.02096913077614524,0.0969548225402832,58,29
54,1775098331.343219,1775098361.343219,83,3,0,9,0,0,9,83,5,78,0.3,0.0,98.56666666666666,0.0,0.0,0.0,0.0,0.0,169482,0,0,0.0,100.0,0,0.0,7,7,0,0.00011491775512695312,0.00012302398681640625,49,34
55,1775098361.343219,1775098391.343219,78,3,1,16,0,0,16,78,11,67,0.5333333333333333,2619.0,99.43333333333334,145.9174132347107,145.9174132347107,145.9174132347107,145.9174132347107,0.9975550122249389,168710,0,0,169.41039943695068,93.0283786239938,192,0.0,12,12,0,0.0001034303144975142,0.00012803077697753906,49,29
56,1775098391.343219,1775098421.343219,78,3,0,5,0,0,5,78,5,73,0.16666666666666666,0.0,91.16666666666667,0.0,0.0,0.0,0.0,0.0,163530,0,0,0.0,100.0,0,0.0,12,12,0,0.00011200904846191407,0.00012135505676269531,46,32
57,1775098421.343219,1775098451.343219,76,3,1,11,0,0,11,76,9,67,0.36666666666666664,1452.8333333333333,111.63333333333334,154.0765130519867,154.0765130519867,154.0765130519867,154.0765130519867,0.986784140969163,162493,0,0,176.52875137329102,92.55152947792021,576,0.0,14,14,0,0.008529716067843966,0.07582283020019531,39,37
58,1775098451.343219,1775098481.343219,73,4,0,14,0,0,14,73,11,62,0.4666666666666667,0.0,92.06666666666666,0.0,0.0,0.0,0.0,0.0,160249,0,0,0.0,100.0,0,0.0,16,13,0,0.0024864240126176314,0.011402368545532227,21,52
59,1775098481.343219,1775098511.343219,11,25,54,82,14,14,68,11,6,5,2.7333333333333334,168494.3,571.0,53.95437052073302,45.70546352863312,126.05264966487884,140.5496279835701,1.0,156390,0,0,3619.3917441368103,0.0,0,0.0,56,56,0,0.015518951416015624,0.07862043380737305,0,11
60,1775098511.343219,1775098541.343219,0,17,2,13,2,2,11,0,0,0,0.43333333333333335,9765.033333333333,349.8333333333333,0.7398873567581177,0.7398873567581177,0.7719780564308166,0.7748305630683899,1.0,155638,0,0,18.24086594581604,96.42335961846744,0,92.60112643241882,75,75,0,0.00012004375457763672,0.00014209747314453125,0,0
61,1775098541.343219,1775098571.343219,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152533,0,0,0.0,100.0,0,0.0,89,89,0,0.0,0.0,0,0
62,1775098571.343219,1775098601.343219,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152533,0,0,0.0,100.0,0,0.0,90,90,0,0.0,0.0,0,0
63,1775098601.343219,1775098631.343219,89,2,1,1,1,1,0,89,89,0,0.03333333333333333,2112.0666666666666,29.333333333333332,0.4198296070098877,0.4198296070098877,0.4198296070098877,0.4198296070098877,0.9929292929292929,159822,0,0,19.499481916427612,99.28573326313452,448,95.80170392990112,0,0,0,121.75732051671206,271.13237953186035,71,18
64,1775098631.343219,1775098661.343219,94,4,0,3,0,0,3,94,8,86,0.1,0.0,89.8,0.0,0.0,0.0,0.0,0.0,167598,7,0,0.0,100.0,0,0.0,0,0,0,0.07384216785430908,0.3796701431274414,60,34
65,1775098661.343219,1775098691.343219,101,4,1,8,0,0,8,101,15,86,0.26666666666666666,5408.633333333333,122.23333333333333,49.9476101398468,49.9476101398468,49.9476101398468,49.9476101398468,0.07534516765285997,174254,7,0,76.04311990737915,97.58593270135304,150016,0.0,0,0,0,0.10270059903462728,0.4758315086364746,55,46
66,1775098691.343219,1775098721.343219,99,2,0,15,0,0,15,99,13,86,0.5,0.0,144.0,0.0,0.0,0.0,0.0,0.0,174254,0,0,0.0,100.0,0,0.0,4,4,0,0.001359260999239408,0.015969038009643555,57,42
67,1775098721.343219,1775098751.343219,97,3,0,14,0,0,14,97,12,85,0.4666666666666667,0.0,128.9,0.0,0.0,0.0,0.0,0.0,174254,0,0,0.0,100.0,0,0.0,5,5,0,0.00015123685201009115,0.0005800724029541016,60,37
68,1775098751.343219,1775098781.343219,96,2,0,13,0,0,13,96,12,84,0.43333333333333335,0.0,119.4,0.0,0.0,0.0,0.0,0.0,172427,0,0,0.0,100.0,0,0.0,7,7,0,0.0017311573028564453,0.009910106658935547,62,34
69,1775098781.343219,1775098811.343219,103,2,0,7,0,0,7,103,14,89,0.23333333333333334,0.0,93.2,0.0,0.0,0.0,0.0,0.0,173651,0,0,0.0,100.0,0,0.0,0,0,0,34.45224671704428,90.50026154518127,70,33
70,1775098811.343219,1775098841.343219,103,2,0,10,0,0,10,103,10,93,0.3333333333333333,0.0,90.66666666666667,0.0,0.0,0.0,0.0,0.0,171566,0,0,0.0,100.0,0,0.0,0,0,0,0.00011157989501953125,0.0001289844512939453,74,29
71,1775098841.343219,1775098871.343219,102,3,0,9,0,0,9,102,8,94,0.3,0.0,83.66666666666667,0.0,0.0,0.0,0.0,0.0,171819,0,0,0.0,100.0,0,0.0,0,0,0,0.005339503288269043,0.040883541107177734,76,26
72,1775098871.343219,1775098901.343219,102,3,1,5,0,0,5,102,5,97,0.16666666666666666,3760.1666666666665,80.5,217.49001908302307,217.49001908302307,217.49001908302307,217.49001908302307,1.0,171822,0,0,217.7212016582489,93.08821582037305,0,0.0,0,0,0,0.0016304492950439454,0.007742881774902344,75,27
73,1775098901.343219,1775098931.343219,98,5,0,11,0,0,11,98,7,91,0.36666666666666664,0.0,82.03333333333333,0.0,0.0,0.0,0.0,0.0,171822,0,0,0.0,100.0,0,0.0,2,2,0,0.0001380443572998047,0.00015926361083984375,74,24
74,1775098931.343219,1775098961.343219,97,5,0,4,0,0,4,97,3,94,0.13333333333333333,0.0,79.6,0.0,0.0,0.0,0.0,0.0,171821,0,0,0.0,100.0,0,0.0,3,3,0,0.00012803077697753906,0.0001289844512939453,70,27
75,1775098961.343219,1775098991.343219,91,3,0,9,0,0,9,91,3,88,0.3,0.0,82.0,0.0,0.0,0.0,0.0,0.0,171561,0,0,0.0,100.0,0,0.0,11,11,0,0.00010959307352701823,0.0001354217529296875,64,27
76,1775098991.343219,1775099021.343219,97,8,0,9,0,0,9,97,15,82,0.3,0.0,97.5,0.0,0.0,0.0,0.0,0.0,172054,0,0,0.0,100.0,0,0.0,0,0,0,32.426922178268434,90.53636026382446,67,30
77,1775099021.343219,1775099051.343219,94,11,0,8,0,0,8,94,5,89,0.26666666666666666,0.0,100.63333333333334,0.0,0.0,0.0,0.0,0.0,172074,0,0,0.0,100.0,0,0.0,0,0,0,0.019529438018798827,0.09680318832397461,63,31
78,1775099051.343219,1775099081.343219,96,9,0,14,0,0,14,96,16,80,0.4666666666666667,0.0,96.93333333333334,0.0,0.0,0.0,0.0,0.0,172504,0,0,0.0,100.0,0,0.0,0,0,0,0.030550003051757812,0.10014486312866211,70,26
79,1775099081.343219,1775099111.343219,96,8,0,15,0,0,15,96,15,81,0.5,0.0,85.33333333333333,0.0,0.0,0.0,0.0,0.0,172932,0,0,0.0,100.0,0,0.0,0,0,0,0.018107795715332033,0.07885384559631348,75,21
80,1775099111.343219,1775099141.343219,101,3,0,5,0,0,5,101,10,91,0.16666666666666666,0.0,60.93333333333333,0.0,0.0,0.0,0.0,0.0,173256,0,0,0.0,100.0,0,0.0,0,0,0,0.022130036354064943,0.0789804458618164,79,22
81,1775099141.343219,1775099171.343219,102,2,0,5,0,0,5,102,6,96,0.16666666666666666,0.0,71.16666666666667,0.0,0.0,0.0,0.0,0.0,174708,0,0,0.0,100.0,0,0.0,0,0,0,0.01567872365315755,0.05250859260559082,78,24
82,1775099171.343219,1775099201.343219,101,3,0,5,0,0,5,101,4,97,0.16666666666666666,0.0,93.0,0.0,0.0,0.0,0.0,0.0,174470,0,0,0.0,100.0,0,0.0,0,0,0,0.003450632095336914,0.00938725471496582,72,29
83,1775099201.343219,1775099231.343219,100,4,0,6,0,0,6,100,5,95,0.2,0.0,102.53333333333333,0.0,0.0,0.0,0.0,0.0,174302,0,0,0.0,100.0,0,0.0,0,0,0,0.0035567283630371094,0.01279139518737793,67,33
84,1775099231.343219,1775099261.343219,101,3,0,9,0,0,9,101,10,91,0.3,0.0,90.36666666666666,0.0,0.0,0.0,0.0,0.0,176527,0,0,0.0,100.0,0,0.0,0,0,0,0.016634654998779298,0.08738875389099121,72,29
85,1775099261.343219,1775099291.343219,101,3,0,7,0,0,7,101,7,94,0.23333333333333334,0.0,91.86666666666666,0.0,0.0,0.0,0.0,0.0,174503,0,0,0.0,100.0,0,0.0,0,0,0,0.0007661751338413783,0.004736900329589844,71,30
86,1775099291.343219,1775099321.343219,100,4,0,11,0,0,11,100,10,90,0.36666666666666664,0.0,83.76666666666667,0.0,0.0,0.0,0.0,0.0,174582,0,0,0.0,100.0,0,0.0,0,0,0,0.0033516168594360353,0.03211236000061035,73,27
87,1775099321.343219,1775099351.343219,100,4,0,8,0,0,8,100,8,92,0.26666666666666666,0.0,77.06666666666666,0.0,0.0,0.0,0.0,0.0,172856,0,0,0.0,100.0,0,0.0,0,0,0,0.00910794734954834,0.07210016250610352,73,27
88,1775099351.343219,1775099381.343219,101,3,0,6,0,0,6,101,7,94,0.2,0.0,89.6,0.0,0.0,0.0,0.0,0.0,170581,0,0,0.0,100.0,0,0.0,0,0,0,0.011395931243896484,0.04424691200256348,71,30
89,1775099381.343219,1775099411.343219,101,3,0,7,0,0,7,101,7,94,0.23333333333333334,0.0,105.0,0.0,0.0,0.0,0.0,0.0,170610,0,0,0.0,100.0,0,0.0,0,0,0,0.004105091094970703,0.02795553207397461,68,33
90,1775099411.343219,1775099441.343219,101,3,0,6,0,0,6,101,6,95,0.2,0.0,89.46666666666667,0.0,0.0,0.0,0.0,0.0,168258,0,0,0.0,100.0,0,0.0,0,0,0,0.0013549327850341797,0.007175445556640625,68,33
